,Tweets
196,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
197,"RT @Your_siddhartha: This verse in #RasiyaReprise version&gt;&gt;😌❤️
#ArijitSingh #Brahmastra https://t.co/1NTszUY9EV"
198,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
199,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
200,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
201,"RT @starstudios_: The Guru who taught our hearts to ignite every time we see him on screen. Happy Birthday, Big B! @SrBachchan ❤️

#HappyBi…"
202,RT @Atlanta4S: An accurate &amp; appropriately  articulated memes by my love Rudra @imrudrabha @iamrudrabha 😊❤️💥🔥 on why we should ✅Boycott Bra…
203,RT @CinemaPoint1: #Brahmastra worldwide box office ₹ 430 crore as of today. #RanbirKapoor and #AliaBhatt’s first landmark film.
204,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
205,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
206,"RT @simplegirl_com: I feel like ""double kill"" here.. #JrNTR sir was invited to Brahmastra Pre Release Event. Watch and listen.. Apart from…"
207,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
208,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
209,"RT @starstudios_: The Guru who taught our hearts to ignite every time we see him on screen. Happy Birthday, Big B! @SrBachchan ❤️

#HappyBi…"
210,RT @Atlanta4S: An accurate &amp; appropriately  articulated memes by my love Rudra @imrudrabha @iamrudrabha 😊❤️💥🔥 on why we should ✅Boycott Bra…
211,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
212,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
213,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
214,"RT @Cinemassworld: What did you like the most about Brahmastra??
#Brahmastra #RanbirKapoor #AliaBhatt #ayaanmukherji"
215,"RT @ShrikrishnaHe13: Oct 22nd
#WindowSeat - Zee5

Coming Soon
#Brahmastra - Hotstar
#MonsoonRaaga - Zee5"
216,"What did you like the most about Brahmastra??
#Brahmastra #RanbirKapoor #AliaBhatt #ayaanmukherji"
217,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
218,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
219,"RT @humblekapoor: RANBIR AS DEV AND SHIVA
#brahmastra 
We got dev clue way before release https://t.co/eOyJdKGQC6"
220,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
221,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
222,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
223,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
224,RT @movieboxreports: Based on the trending #VikramVedha is performing better than #Brahmastra as WOM is good compare to the later. The mark…
225,@kamaalrkhan Wish he get out of film 🎬 making club🍸👯🎶 I'm sure brahmastra missile launched for distruction is the first step
226,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
227,"@choksha13 @alankar6427 #Ranbir
#AliaBhatt
Only these two can heredite flop saga of #Brahmastra
#Prabhas the ultimate cine  Emperor took the Right Decision
#IWillWatchAdhipurush https://t.co/rmN4oazgmO"
228,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
229,"RT @humblekapoor: RANBIR AS DEV AND SHIVA
#brahmastra 
We got dev clue way before release https://t.co/eOyJdKGQC6"
230,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
231,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
232,RT @sasidharanne: Hindi lo eppudu release chestharo 🙏🙏🙏. #Brahmastra lo #Nandi character ki entha appreciation vacchindi! Vere hero aithey…
233,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
234,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
235,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
236,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
237,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
238,"RT @starstudios_: The Guru who taught our hearts to ignite every time we see him on screen. Happy Birthday, Big B! @SrBachchan ❤️

#HappyBi…"
239,RT @BlogDrive: #Brahmastra is a clean Hit. Any Goon who thinks that he is a trade analyst just because some producers paid him money to sto…
240,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
241,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
242,"RT @starstudios_: The Guru who taught our hearts to ignite every time we see him on screen. Happy Birthday, Big B! @SrBachchan ❤️

#HappyBi…"
243,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
244,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
245,"Happy Birthday @SrBachchan ❤️‍🔥
Saw him do action in #brahmastra 
Maja aaya tha ekdum.
His swag is unparalleled."
246,RT @CinemaPoint1: #Brahmastra worldwide box office ₹ 430 crore as of today. #RanbirKapoor and #AliaBhatt’s first landmark film.
247,"RT @Walede16: Cheap attention seeking tactics. He knew people can now see through how huge of a disaster #Brahmastra has been, so he is try…"
248,RT @Atlanta4S: An accurate &amp; appropriately  articulated memes by my love Rudra @imrudrabha @iamrudrabha 😊❤️💥🔥 on why we should ✅Boycott Bra…
249,"An accurate &amp; appropriately  articulated memes by my love Rudra @imrudrabha @iamrudrabha 😊❤️💥🔥 on why we should ✅Boycott Brahmastra movie ✅ 

 #FlopBrahmastra. 👎

#BoycottBrahmastra

#BoycottBollywood

Images  credit - My Rudra @imrudrabha @iamrudrabha 😊❤️ https://t.co/5505YKWOu6 https://t.co/kvoLhvjRSa"
250,Post blockbuster success of Liger &amp; Brahmastra .. KJo has decided to delete his Twitter account. - Sources
251,@Rohan3242 @Mustafamoudi Really??? And what is this.? . See it... For Brahmastra he had said it will not exceed more than 70-75 cr.. https://t.co/JvEzx3f2jP
252,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
253,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
254,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
255,"Soon to beat Brahmastra, The Kashmir files, Vikram https://t.co/wGCQXa4ncP"
256,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
257,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
258,RT @aavishhkar: #Brahmastra completes ONE MONTH in cinemas today. And it’s still registering BETTER occupancy than many new releases. BMS w…
259,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
260,Petition to release the background music from #Brahmastra 's climax scene 🥹🥹🥹🥹
261,"RT @InnocentRifle: This temple is located in Thiruvananthapuram, Kerala. Our ancients belief is on the fact that it's protecting all the de…"
262,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
263,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
264,"Answer the question below. Enhance, refine, and accelerate your learning with ""UPSC Practice"".

🪔 Get the ""UPSC Practice"" Mobile App https://t.co/4TB0E3mCki Gaa
#Economics

🇮🇳 https://t.co/9vLIhKOi5d #Brahmastra #Queen #Elizabeth #ViratKohli

https://t.co/0e7WgtDEXi https://t.co/HpXN1WTb3z"
265,"Top Bollywood Grosser This Year -

1. #Brahmastra - 255 Cr*

2. #TheKashmirFiles - 246.91 Cr

3. #BhoolBhulaiyaa2 - 181.60 Cr

4. #GangubaiKathiawadi - 126.32 Cr

5. #VikramVedha - 85 Cr*

* Brahmastra and Vikram Vedha still running so assume lifetime fig. are there."
266,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
267,"RT @CreativeFirstIN: The conversation led to discussions on VFX, use of recent technology in films and Ayan's journey as a director.
To kno…"
268,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
269,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
270,"Hay ! Do you want to create your cute image into cartoon portrait ? Just visit here https://t.co/hLB8QcBK4g                  

#jennie #Lisa #Pakistan #iPhone14 #Brahmastra #Xbox #WorldCup2022 #meditation #ChengYi #RahulVaidya #Jesus #Australia #Italy #XiaoZhan #PlayToEarn #Messi https://t.co/DALeagC95u https://t.co/Fvv1iSBz4d"
271,"RT @cbkwgl: Shamshera and Lal Singh Chadda were unwatchable
Brahmastra was a village carnival with it's glitzy lights
Adipurush is a mishma…"
272,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
273,"@isuenil3 @Mustafamoudi Agree or Not. Bt his business knowledge is good. He said about VV on the first day, it will do around 75LT, and it is on the same track. In numbers his calculations have been sought after. Brahmastra is highly debatable as many don't consider it as hit including @AndhraBoxOffice"
274,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
275,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
276,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
277,"RT @black_demon_5: Still Katrina has more and various dialogues  in promo jitne alia ke pure brahmastra movie me nahi the.
Shhhivvva
#Katri…"
278,@IamGautamPruthi @BlogDrive Dude even Baahubali part 1 was considered a success before Verdict. Coz they knew that was a 2 part film in a long run it would be profitable. The proof for #Brahmastra being a success is the official announcement of 2nd and 3rd part of movie.
279,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
280,"RT @teamsrkfc: We all loved #ShahRukhKhan in #Brahmastra 😍

@iamsrk

Now, can't wait to see him on big screen with #Pathaan 🎉 https://t.co/…"
281,"RT @starstudios_: The Guru who taught our hearts to ignite every time we see him on screen. Happy Birthday, Big B! @SrBachchan ❤️

#HappyBi…"
282,RT @RanbirKUniverse: Shiva Look Test in Bulgaria 🔥 #RanbirKapoor #Brahmastra https://t.co/DjRiANtGB3
283,"#Brahmastra Update

Collection - 428cr WW Gross

Verdict - HIT

#RanbirKapoor #AyanMukerji https://t.co/jOW4Hd3QnC"
284,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
285,"RT @ErayCr: Karan Johar quit Twitter, because after a point even the mega PR couldn’t stop questions being asked—especially over the fake B…"
286,"RT @starstudios_: The Guru who taught our hearts to ignite every time we see him on screen. Happy Birthday, Big B! @SrBachchan ❤️

#HappyBi…"
